reviewer,rating,written_date,title,review_text,branch
Emily,5.0," October 7, 2020",Great Place to go with family and friends!,"Universal is a fun place for people of all ages. They have plenty of things to do like ride rides, attend shows, and eat. They have so many good restaurants in the parks and in City Walk. One of my favourites is the Chocolate Emporium where they have amazing specialty milkshakes. It gets very crowded in the summer and around holidays so i would suggest staying in a Universal Resort that offers fast passes. I have stayed in the Portofino, Royal Pacific, and Hardrock all of which have beautiful scenery and a wonderful staff. The resorts offer a ferry boat ride to the parks or you can use the short walking trails. If you don't want to stay at a Universal Resort another option to cut down wait times is to use the single rider line. It's great if you don't mind being separated from your party. It was overall a wonderful experience and I will definitely be back!",Universal Studios Florida
Matthew S,4.0," October 7, 2020",Decent Covid precautions but amazing deals,"The park did a decent job of reopening for Covid. There is social distancing, temperature checks, hand sanitizing stations, and masks are required. At some points, there were large crowds, especially when the park closed, so I recommend leaving 30 minutes before the park actually closes. The virtual lines worked very well and I never felt uncomfortable in a line with too many people. The new deals Universal is offering are amazing and I plan on going back a few more times this year. The new Harry Potter ride is amazing!",Universal Studios Florida
Stephanie,5.0," October 7, 2020",MY EXPERIENCE,"There were many rides to go on and with the fast pass I was able to do many rides over the curse of the day. I loved going to The Wizarding World of Harry Potter as I felt it was a good representation of the movies/books and was very cool to see. The lines however can be long sometimes and the food is expensive. I feel as though it's worth it for the memories you make and the overall experiences you gain from this park. I think it is very worth it, to visit and travel here and you will not regret your decision.",Universal Studios Florida
Tessa,5.0," October 6, 2020",Very entertaining and a very fun place that you can enjoy!,"Universal Studios is a very fun and entertaining place to visit! It is full of rollercoasters and plenty of rides. Not to mention that it includes great, delicious food around the whole park. This is a very exciting place to go filled with lots of adventures. I would definitely recommend others to go and have a blast creating countless memories!",Universal Studios Florida
Michy Bosch,3.0," October 5, 2020",great for covid precautions but horrible virtual lines,the park is taking great measures with covid but the virtual lines are a disaster had to complain to guest services in order to be able to ride several rides otherwise becuase of their system we would of missed most of it,Universal Studios Florida
Maan N,5.0," October 4, 2020",Visit in COVID times,"This was our first theme park visit since the pandemic started so we were not sure what to expect. When parking, every other parking space was blocked off to allow social distancing. Masks were required, except when eating. The few traditional waiting lines had distance markings on the floor. Parades and street shows were not present. Some photo with characters were allowed but only with the visitor a few feet in front of the characters. The biggest change however was with most wait lines that were converted to virtual: You use your app to reserve a future time, saving you from waiting in long lines. This sounded great except that it didn’t work at all for us! We arrived a little after noon and by that time there were zero time slots available! We were wondering why would they let people in the park if they cannot get on any of the rides? Talking to Universal team members, we were told to check the app as they would release time slots every hour. That did NOT happen. Actually it did a few hours later but the app froze and didn’t allow us to reserve the slots it briefly displayed. This repeated a few times and we suspected the system just wasn’t working. That could have totally ruined our experience, but we were saved by the friendly Universal team members. When we explained the issue and showed them screen shots of time slots we attempted but failed to secure, they actually allowed us to use these time slots as if we were able to capture them! This allowed us to go on the Mummy, Jimmy Fallon, and Harry Potter. We also stood in the traditional lines for the Simpsons and Men In Black. So these 5 rides plus walking around the park, shopping at the Hello Kitty store, and getting Butter Bear ice cream made the trip worthwhile. One other issue: I wear eye glasses and it was raining lightly the entire day Saturday. Most of the rides require 3-D glasses. These didn’t work well for me as they kept slipping off (maybe due to sanitizer used before handing them to you). Even worse, with the mask on, my eye glasses got fogged up very quickly and so it was hard to see the 3-D show! Still I did enjoy it and the rest of my family that don’t wear glasses didn’t have this issue. Big thanks to the awesome Universal staff for doing everything they can to create a safe and pleasant experience for their guests despite the difficult circumstances.",Universal Studios Florida
BhautikVVaidya,5.0," October 3, 2020",A memorable tour with usual as expected fun and joy with family,"We actually went in Aug-2019 during summer break to Universal Studios Florida. It was well planned tour by my 13 year old son and he made all reservations, day wise plan for each places to tour at Florida. We really enjoyed the time with fun and joy. Couple of rides were really different than what we enjoyed in past. All together our experience with the accommodation that we booked in their resort was not at all good. We recommend to avail better options available in Hotels there. It will be good, comfortable selection by all means including cost.",Universal Studios Florida
Geller,5.0," October 1, 2020",it was magical,"Special effects we loved this visit, our children had already discovered it through the comments read on the internet, they each made a list with their visit preferences, it was magical",Universal Studios Florida
peachidonut,5.0," October 1, 2020",The staff makes this place awesome!,"The staff working here makes this theme park amazing!! Best theme park employees ever. So nice and helpful. My husband and I (just got married two weeks ago)! went to Universal Studios Florida & Islands is Adventure for the first time ever today (Sept 30). We had the absolute best time. Covid precautions were handled wonderfully with everyone wearing their masks, temperature checks before check in and sanitizer before every ride. Tons of spacing and social distancing on every attraction. We felt totally safe and comfortable and we have been very cautious about Covid for this entire pandemic. I am a huge Harry Potter Superfan and we have spent some time out in the California HP world and universal studios park. Always love it and have a great time but Florida tops it by a mile due to having not just Hogsmeade but also the Diagon Alley world! We went to Ollivanders wand shop in Diagon Alley because I have always wanted to partake in the “wand chooses the wizard” experience/show. In LA pre-Covid, lines were hours long for this attraction and fast passes were not used towards it, so I have never done this experience but always wanted to. We spoke with a lovely girl working in Ollivanders Diagon Alley named Jessica who showed us how to get to the back of the shop where the wand experience sign ups were. I’m not sure if Orlando always does this Or if it is due to Covid, but they were signing people up to reserve times for later in the day. We were thrilled that times were still available and we didn’t have to wait in a 5 hour line to have the experience! Taylor was doing the wand experience sign ups - she was super nice and even fit us in at a wand appointment that was a perfect time for us (12 noon)! She was so helpful and great.  We were really excited about our wand appointment, and since we had a reservation time, we could actually walk around the park for a bit and then come back to our wand appointment. I was absolutely shocked when they brought just myself and my husband inside!! Because of Covid they were only doing one family/group at a time. I couldn’t believe it. I had to try not to cry in public, I was so thrilled, lol. They brought us inside by ourselves and I was able to do the wand experience - something I’ve always dreamed of doing. I felt just like Harry in the book/movie. It was a really wonderful once in a lifetime opportunity that I am so grateful to Taylor, Jessica and the whole team for. At the end, I of course bought my wand, and Jessica happened to be the sales clerk! She mentioned the wand holder and the masks for sale and I bought them also. Their team made the day one I will never forget for sure.  We also grabbed a fire whiskey/cider combination from Janessa who made an excellent drink and was very friendly as well, and a butterbeer ice cream from Fortescue’s which was great.  Then we took the Hogwarts Express over to the Islands park. Wow! Looks just like the movie. Because of Covid, each family/group once again, gets their own compartment on the train!!! Such a a cool experience. Again, because of Covid it you got your own space heading over to the next park, which was pretty awesome, and the experience was wonderful.  My husband and I also went on the Hagrids Motorbike ride at the very end of the day. Though we bought the fast pass, that didn’t work towards Hagrid’s (we were told it is because it is too new of a ride). We got in line one minute of 6pm (park closure) and the line said it would be a 90 min wait - but we only waited 30 min! We both agreed it was the best ride we have ever been on (and he’s been on a ton of roller coasters). Completely worth the wait. Super exciting and with Hagrid and the other creature animatronics there it was a very creative and fun ride. Even my husband, who isn’t nearly as big a Potter fan as me, loved it and thought it was very thrilling.  I would highly recommend anyone who is interested in checking out a theme park right now to go to Universal & Islands, and any Harry Potter fans should absolutely go now! In fact, we had so much fun that we are hopefully taking my parents to the park and going again this week!",Universal Studios Florida
jespence60,3.0," September 30, 2020",Rip Off,"We paid over 2 thousand dollars for our tickets (FULL PRICE) and everything but the rides and the outside hot dog stands were closed. They should be offering discounts not charging full price. The rides were great, especially Harry Potter world. They did a good job of making sure everyone had their masks on properly and stood six feet apart but that full price thing has turned me off of Disney forever.",Universal Studios Florida
Sameh,5.0," September 30, 2020",dream vacation,"i was so existing to had the experience of all universal movies games such as transformers , minions , fast & furious i had the rollers coaster journey takes a great photos there are a variety of restaurants hope to take my kids there oneday",Universal Studios Florida
FSR2003,1.0," September 28, 2020",Disappointing,"It has become a premium park with their additional Express Pass that they want you to buy. They now have several rides that are only available through their virtual que system. If you buy the additional Express Pass you will have no problems reserving a spot on the virtual que. with just a general admission ticket, we couldn’t get a virtual pass. They release them at specific times, you click on the App to reserve a virtual pass, it spins for 1-2 minutes and tells you they are all out of passes on the virtual que. At that point it’s too late to try for a different virtual que, all of them go in seconds upon release. We tried 3 times the same day at the designated times and got zero virtual passes. About 1/3rd of the rides are off limits with general admission alone. No standby line for those virtual que rides. It was the worst visit I have ever had. It wasn’t worth visiting. 1 Star is too generous.",Universal Studios Florida
Lets_go_family,5.0," September 28, 2020","Relax, go with the flow, have a wonderful time.","I knew there would be COVID precautions and I was a little worried after reading the negative reviews and customer complaints. Social distancing is handled very effectively by the park. I was amazed that they were able to accomplish keeping people 6 feet apart even in the serpentine lines. The drawback to the social distancing lines equated to longer lines. However, the ride experience itself was better. for instance on MIB. The wait would have been 5 minutes. But now due to social distancing its 15. But after a 15 minute wait my wife and I were place in our own car. This in my opinion makes the wait worthwhile. I even bought the ride photo. And it was pretty much the same throughout the park. To sum it up. Go to the park be patient and relaxed and have loads if fun.",Universal Studios Florida
Jofrazz1,3.0," September 25, 2020",Universal Orlando large Crowds,"The parks seem more crowded than Disney World parks. Though guest were required to ware masks, many were not worn properly.",Universal Studios Florida
Coolforever,5.0," September 24, 2020",Amazing,"Without a doubt, it is the activity that we preferred for the special effects, it feels like reality, it was magic",Universal Studios Florida
Brad,5.0," September 23, 2020",COVID Review,"Harry Potter area was spectacular. Truly spectacular.  Some of the other rides were great.  Some of the rides haven't seen a coat of paint in 15 years.  We are, admittedly, Disney fans and are used to the constant improvement of Disney parks and technology. Universal really went all out on Harry Potter portions, but some of the older rides and areas needs TLC.  The app has clunky parts. The photo package is totally bizarre compared to Disney. Pictures are manually added, you have to get a print out slip at Will Call to then turn around and activate it in the park to get a necklace, and then every picture is manually added. And the pictures don't even show up in the Universal app! We still have some that were taken and not added.  We did the Express Pass--which was super helpful on a few rides, kind of helpful on most rides, and useless on some rides (because their was no line--MIB and ET, for example). It also excludes Hagrid's Motorbike (which we didn't know until we tried to get in line).  Kids loved, loved the interactive wands--especially in Diagon Alley.  Also weird--all adults needed ID with their tickets to get into the park. This wasn't disclosed anywhere in advance (or was done so small we didn't see it). Fortunately, we all had it, but it could have been a problem.  Do we wish they would improve some of the customer service pressure points? Yes!  Would we still go again (and spend most of our time in the Harry Potter portions? Yes!  They were less stringent about COVID restrictions, which was fine with us. Lots of spacing in rides and restaurants--virtually no enforced restrictions in any of the stores. Hand sanitized before every ride.",Universal Studios Florida
WildermereBeach,5.0," September 19, 2020","fun, social distancing, Harry Potter area excellent","temp checks, and social distancing practiced.Harry potter area amazing, try the butter beer frozen. The attraction wait times were all about 15-20 minutes max Great time had by all",Universal Studios Florida
Emely_Explores,5.0," September 18, 2020",Doing a great job during COVID!!,"This is the first time I have gone to universal since COVID happened and I am pretty shocked how well they are handling things at the park. From cleaning the rides everytime someone gets off, to giving you hand sanitizer before you get on and once you get off, and even making sure while waiting in line everyone is 6+ feet from each other enforcing social distancing. The park was pretty empty when my boyfriend and I went and lines we’re no more than 10-15 minutes. (:",Universal Studios Florida
Chaim K,5.0," September 17, 2020","Awesome rides and shows, helpful, friendly people","Fantastic fun for all ages, and very impressed with their COVID precautions. There's not single ride my family didn't enjoy, and food stands were generous with free ice water in the hot sun. Harry Potter area workers especially helpful with amusing children. Afterward, got in touch to buy souvenirs from stores that were closed when we left and person on phone was very helpful. Expensive, but you get what you paid for. Don't miss the Monster Makeup show!",Universal Studios Florida
Life's Adventur... T,5.0," September 14, 2020",Amazing especially during Covid,I visited Universal last weekend and it was amazing. Limited capacity and extra cleaning made it a great trip. I felt extremely comfortable with the way they handled each guest and each ride. Hand sanitizer was mandatory before getting on any ride and was available after each ride. They also limited the rides to each group so you aren’t sitting with strangers. Definitely worth the money to go while it’s slow.,Universal Studios Florida
NotWellTraveled,4.0," September 14, 2020",Harry Potter Experience Worth It!,"We went to Universal during the peak of the COVID surge, a few weeks after it re-opened in June. We had a wonderful time. Mask wearing was enforced and there was hand sanitizer everywhere. Especially enjoyed the Harry Potter rides and Hagrid's Magical Creatures Motorbike Adventure is incredible and worth waiting for. Lines were short and we were able to rush through both Universal Studios and Islands of Adventure in a day (rushed through, mostly Harry Potter). Hogwarts Express is a must-ride and there were plenty of other fun rides. Parts of Universal feel dated and need to be revamped (Superhero rides, Dr. Seuss section). Some staff members are wonderful, others are just ok as to helpfulness and willingness to answer questions. There was more mask difficulty at CityWalk where staff members were telling people to wear masks properly but were being ignored by guests. Overall, we loved our trip though we can't imagine what it would be like when it was busy and we would have to wait in long lines.",Universal Studios Florida
Shawn G,5.0," September 13, 2020","Great time, great experience","Wizarding World of Harry Potter is amazing. The detail, shops, staff. Do everything you can rides, shops, interactive wands. Simpsons, Minions, MIB.. Transformers is the best 4D experience, and is a must do. I suggest if you have kids 10 and under rent a stroller.",Universal Studios Florida
The Robinsons,5.0," September 12, 2020",Amazing family holiday,"We came on a holiday before here and it was amazing and this time over it was pretty much the same with some new rides, all of the facilities were great and all the staff were helpful if we got lost overall it was a great holiday away",Universal Studios Florida
Guillermo B,5.0," September 11, 2020",Safety is priority.,"They really take safety seriously, every single attraction is packed with hand sanitizer and someone that makes sure every person gets it. Keeping social distance is priority on the rides and the park in general is super clean, including restrooms. The staff is very kind and professional since you step into the park. Thank you for such a nice attitude that keeps people coming back.",Universal Studios Florida
Richard C,5.0," September 7, 2020",Great Customer Service,"Spent a great weekend at Universal. Initially had a problem getting into the park because of a ticket issue that we caused, but Donnie at the front gate helped us correct our mistake. The staff is on top of the mask wearing by reminding people politely and they are good at keeping the recommended spacing in lines. Then to top it all off, we lost our car keys and Universal arranged for a cab to get us back to the hotel. I figured it would be another $75+ or so but to our surprise, Universal picked up the tab for the cab. Thank you Maria at Guest Services. I cannot say enough about the staff at the park. I've been in the past but it really feels like they're going way above and beyond. I will definitely be back.",Universal Studios Florida
Kate Derilus,4.0," September 7, 2020",Best Day This Year So Far..,"Best day this year so far! We went yesterday, 9/6/2020. I took my 14 year old son, 6 year old daughter, and 3 year old son. This was their first time. We all had an equally great time. My little guy even got to ride 10 rides which I didn’t think was possible at Universal Studios, and loved every one especially Harry Potter. All my kids in unison said it’s way better than Disney! Posted wait times were overstated. We never waited for any ride for more than 25 minutes and it goes by so fast. One of my concerns was that we would not be able to ride the Harry Potter ride which was part of the Virtual Line rides, and we didn’t have express passes. I kept checking throughout the day for times to return to no avail. I already gave up on riding it, and was really disappointed, and we were getting ready to leave when they opened up the stand by queue!!! I was SO HAPPY even though the wait was close to 2 hours long. I didn’t care. I was sure it was worth it. However we didn’t have to wait even 5 minutes because we were one of the lucky few that got pulled out of the line by a Harry Potter angel named MIRANDA and taken right up to the ride by a “secret passage” with an elevator, and when we got to the boarding area we were the first and only ones there and at my daughters request got to ride in the first row! I cannot in words describe the gratitude I felt and actually cried after we got off the ride because I was so touched by Miranda’s actions and her interactions with my kids. She said she’s taking us a secret way because my 3 year old had the cutest mask on and kept it on the whole time with no complaints. I will forever be grateful for this experience that not only made my whole day, but our whole trip! Because of this we still had time to ride the minions ride and shop at gift shops. The only reason for 4 stars is because our dining experience was less than perfect. We got to the Krusty Burger at 2pm and did not get our food until 3:43pm. And that was after sitting down at our assigned table with a number for over 20 minutes, at which point I had to ask an associate more than once to please check on our order which was placed over and hour ago. With 2 young kids that act like they haven’t eaten in months, while watching everyone around them eat, it was not a pleasant and relaxing lunch that I anticipated. Other than, 5 stars all the way!! I am now seriously considering season passes as we live in Palm Beach County and I can totally see coming here at least once a month, and definitely for special events.",Universal Studios Florida
Natalie,1.0," September 7, 2020",Universal sucks,"Our day was practically ruined!!! So we go into universal studios and it was all fine but then we find out that there is a thing called virtual line which Is for like all of the good rides, and we were ok ok we just have to make a reservation that’s all. NO let me explain how it works. Basically you have to make a time reservation for the ride you want to go on but when we tried making the reservation but there were non available and when there finally was I clicked it super fast and it said oh sorry another person already booked it and it says that every tine so we couldn’t go on any rides in universal studios but I do recommend islands of adventure there is no virtual line for anything and is waaaay funner for kids😄",Universal Studios Florida
jen_leigh0912,3.0," September 7, 2020",Larger Crowds Than Anticipated Due to COVID,"We just returned from a stay at Royal Pacific with a 4 day park to park ticket option. We enjoyed our stay at Royal Pacific but this review will specifically be for the parks only.  Our stay was from 09/03-09/07. We went in knowing that our stay would include a weekend and a holiday weekend at that. We anticipated larger crowds but we were expecting some better precautions in place in regards to managing crowds.  Once the parks hit capacity for the day it was apparent that there were just too many people in the parks. I understand that the parks are following state guidelines but capacity limits need to be reevaluated. It was especially difficult to distance ourselves from other groups in Diagon Alley, Hogsmeade and as a whole, Islands of Adventure. It was apparent that staff were extremely overwhelmed by the crowds and were having a difficult time managing everybody. There was also just no way to maintain 6 feet away from the party ahead of you or behind you in certain areas of the park and in certain queues once they extended past where the floor markings were. It would have been helpful if there were team members stationed throughout the queues monitoring guests and separating as needed.  Again, we truly did anticipate and prepared ourselves for dealing with higher than average crowds due to the weekend and Labor Day, but we were surprised by the capacity allowed in the parks right now, especially if it can't be managed appropriately.  With that said, we still had a wonderful time but would definitely advise those who are traveling to Universal right now to avoid the weekend if at all possible.",Universal Studios Florida
Phyllis m,4.0," September 7, 2020",Great family vacation,"our 1st family vacation in 6 yrs. Had a great time, just a few problems that came up. Parks opened up at different times. Our early entry pass was basically no ggod because the rides didnt open up until 2 hrs after the park. The transformers oicture was not delivered to our hotel as promised, and we still havent gotten it. Said they would mail it. Watch your charges on the hotel bill. We stayed at Lowes Royal Pacific. Although it is a wonderful hotel and the staff was great, they overcharged, and duplicate charged us. Our bill totaled 531.61, even gave us a credit back, on paper. When I chececked my account it was double chared and for more than the bill, by 131.40. I cant get zhold of anyone in accounting because of the holiday so my money, 760.00 is sitting there and I cant use it. Took me a year to save up for this vacation, aand they want to do this to me.",Universal Studios Florida
Tee M,2.0," September 7, 2020",Two Hours To Park / Two Ticket Reprints / Not Worth The Price,"Booked our trip to Universal in late July for Memorial Day Weekend. We knew there where limited spaces etc so we wanted to be sure to reserve our space. If the park was operating at partial capacity I hate to see what it looks like at full capacity. We waited 2 hours to go 1.5 miles into the parking lot. Once inside it’s very confusing of which way to go to get to what resort. Finally found our way over to Universal Island of Adventure. Went to Kiosk and entered code for Will Call tickets, printed and proceeded to gate. Scan tickets “Voided tickets must go to Guest Services”. 35 minute wait at guest services, reprinted tickets and off to the island we went. Ride one ride with Xpress pass and head to next...”Sorry, this Xpress pass is for Universal Studios, you must got back to guest services”. 45 minute wait at guest services ticket reprinted and off to ride another ride... “Sorry, weather in the area no rides can operate”. Wait another 45 minutes to pass ride a few rides and then go to next ride and it doesn’t except Xpress Pass and no Virtual Line availability. Constant strike after strike. Our day for 2 was $528.00 for 2 tickets and 2 Xpress Passes. We rode 5 rides and called it a day as the place was packed, their is construction everywhere, the place is filthy, the staff walks around in regular clothes just to harass people in between drinks of water or bites of food to put their mask back on. The rides are mediocre at best. Nothing gives you a big “wow” factor. I have been to Universal Studios side before and it was much better and seemed cleaner and more friendly. City walk is great but they are renovating a giant area of it so it’s not what it normally is. Overall it wasn’t that enjoyable but the show will go on and many people will enjoy it.",Universal Studios Florida
CarsLMQ,4.0," September 6, 2020",Rides are good but not much improvements since our last visit,"Note: The trip was actually in August 2019 but was not able to select it in the drop down list. This is our family's third trip to Universal Studios Florida. I would select Good as a rating vs Very Good but the option is not available.  Areas of improvement • High cost of parks • Rides not being in operation. In the five days that we were at the parks, multiple rides were not in operation. The most frustrating ride that was down that had the most impact was the Hagrid’s Magical Creatures Motorbike Adventure. • Rides are closed at the first sign of inclement weather, even when there is nothing seen or if the storm is 15 miles away. This includes pools at the resorts as well and water taxis. • Standing in line many hours for the popular rides means paying for the day and going on only a few rides.  Keep doing • Parks and resort clean • Staff mostly friendly and courteous",Universal Studios Florida
BushkaTexas,5.0," September 6, 2020",Clean and safe visit at Universal,"We visited Universal Studios in late July to celebrate our daughter's HS grad. We want to commend Universal for how safe they made us feel at the parks, hotels and on citywalk. Everyone kept their masks on, socially distanced and kept things clean. The only part I would have them improve on is the hand sanitizer they use in the parks smells very bad. Disney's hand sanitizer is like purell and adds something to it to make it smell pure or good. I think they must be using a cheap version and I would say for them to review what type they are forcing people to use as it stinks and feels terrible on your hands. We didn't stay at a hotel this time to get the free Universal Express as there were no huge lines. We rode rides multiple times and had a great day. There are places to rest if you want to take off your mask and eat/drink and I would advise to do a sit-down lunch. We ate at the Leaky Cauldron and the only part that was strange is you are seated and order at your table as they don't want lines outside otherwise everything was really good. The only other suggestion for Universal in general is stop making people use lockers on rides like Men in Black. I do like the new locker system since our last visit to get your items in/out as it was much quicker than the thumb scan but make sure you keep your park ticket with you to reopen your locker. Weekdays are less crowded than weekends if you are from out of town like us.",Universal Studios Florida
Kiran S,1.0," September 6, 2020",Pay huge to bury yourself under hot sun,"Painful, irritative and troublesome service from the park. Each ride is more than 60 min wait time(wait 60 min under hot sun and have a ride for 5 min) . You have to buy the full fare of the maximum priced ticket offered or else they will make sure u will leave park disappointed. We bought 4 day promotional offer at 320$ per person. And we were not able to complete atleast one park for two days. Terrible experience. Six flags would be far better cheaper and far better thrilling.",Universal Studios Florida
Jillian C,5.0," September 6, 2020",really fun you should do it,I sang there with my chorus it was really fun because afterword we got to do the whole park we had so much fun with my family.,Universal Studios Florida
RobandDani,5.0," September 3, 2020",Best Day Ever!!,"Where to start, this exceeded my expectations in every way. We decided to book a two park pass and do them both in one day, we also upgraded to fast pass which was the best thing we did as it wouldn’t have been possible to get on all the rides if not. We started off in islands of adventure and worked our way through the park and then over to universal studios. Each area was done spectacularly but the stand out area for me was the world of Harry Potter, the simulation ride in the castle was my fav ride of the whole park. I can’t wait to visit again!!!",Universal Studios Florida
Rosa P,5.0," September 3, 2020",Vacation,My family had a great time at universal theme park. They make sure they clean and sanitized the rides. We will come back.,Universal Studios Florida
Meeka x,5.0," September 1, 2020",Amazing! Enjoyed every minute,"I never was able to go to universal before, one day I randomly got the Florida resident promotional pass, so I’ve been there a few times now since they have opened back up a few months ago. I see other people complaining about wearing face masks in the heat all day and blah blah blah, but considering myself and every single staff member at universal ALSO has to wear their face masks for our entire shifts (I work at Chickfila, taking orders outside) NOBODY SHOULD BE COMPLAINING! I admit when I had to first wear a mask all day at my job it was uncomfortable to get used to, but now it’s like I’m not even wearing one. GET OVER YOURSELVES. I would say “first world problems” but considering the whole world is going through this pandemic together, it just shows how spoiled Americans really are.  I must commend the amazing things universal parks are doing following CDC guidelines. I for one absolutely LOVE the social distancing stickers because I don’t have people breathing down my neck, and can be comfortable while waiting in line.  Speaking of lines, if you go on a weekday, they are nowhere near as busy as weekends. So feel free to come during the week if you want to complain about wait times, or fork it over for the fast pass. You cannot blame the park for wait times, if the park is busy.  I honestly have been about 5 times and will most likely go again tmrw, because I am absolutely loving every single experience I have had so far. All the staff have been so friendly and inviting, and I am actually really glad that ALL the staff is being so serious about everyone wearing face masks.  Thank you universal, I really appreciate your effort and each time I’ve gone it’s been so much fun.",Universal Studios Florida
Tonia,4.0," September 1, 2020",Great birthday activitu,I took my husband for his birthday with a Florida resident promotion we had too.for Tuesday Sept 1. The parks were empty until after lunch. We only waited for the train in both directions and then it was 15 minutes in ac. I absolutely loved hagrid ride. So fun. My husband did not feel great due to the mask being so hot. But We still had a ball.  All the staff was super friendly. Yes they asked people to pull their masks up. That is their job and duty. If you cannot abide by this then wait until masks are not being mandatory. No one likes wearing them.  We did not like the butter beer and $8.50 is crazy. Parking is also expensive st $26. I know they all charge. Be prepared to walk a lot but there are so many cafes and air cond places.  We can't wait to come back.,Universal Studios Florida
tamalePittsburgh,5.0," August 31, 2020",Not as We Remembered it Five Years Ago!,"We visited Universal on August 25 (Tuesday). We arrived around 10:00 AM. We experienced everything except the ET ride and Bourne. We stayed until 5:00. We did not have express passes. It was quite empty. If we waited, it was because we had to wait until the next show, etc. Which was never more than 20 minutes. We had been here five years ago. Nothing seemed new. We enjoyed Diagon Alley because no one was around. So easy to navigate. What we did notice is that the qualify of the virtual rides have diminished. We loved the Simpsons five years ago. Rode it many times. This time, just once. At first I just thought it was my eyes getting older :) but my teenage daughter complained that the screens were not that clear. Even the Harry Potter was blurry. We were really disappointed by this park for that reason. They need to invest in updating the graphics every few years apparently. (Spider Man was great at Islands of Adventure and that was updated recently) Jimmy Fallon was the clearest one at Universal.. We ate at The Leaky Cauldrin. It seems they want everyone to order with the app. It took us a bit of time to figure it out but it worked nicely. Butterbeer, $8 REALLY! The food there was okay. It was a nice place to cool off and have nice scenery. Wearing masks is very hard in the heat. Be aware. There were times when someone in our party felt ill due to it. The staff is great at cleaning. Great at reminders to distance. Since it was really empty, it was so easy to distance. We stayed at Surfside because it provided transportation and early entry. However, we found out that early entry is one park for a whole week. It was Universal Studios all week. So do not pay the extra if you want the extra hour until you know which park will have this when you visit. We visited Volcano Bay, amazing place without crowds on August 26. Islands of Adventure 27, 28 and no lines until later in day Friday. No need for Express tickets. Loved Islands of Adventure!! Also, there are areas where concessions are shut down. We just wanted water once and could not find a place. Loved they have lockers at each ride for free. Without crowds it was great. Could see it being annoying if you had to wait in lines to go to lockers and pick up stuff.",Universal Studios Florida
Sarah Hermsdorfer,5.0," August 29, 2020",GET EXPRESS PASSES!,We spend 3 days at Universal and it was amazing! First day we didn’t do the express passes but decided by the second day to do it. We were SO happy we did! Got through the rides so fast. ONLY downside is not seeing the cool stuff you see while waiting in line (mostly the Harry Potter stuff) Express passes we’re kinda expensive but well worth it for us. Universal was so detailed and fun. Very glad we went and will definitely go back!,Universal Studios Florida
Jeremy C,4.0," August 28, 2020",Loved the Harry Potter Attractions!,"Overall, lots of fun, but make sure you get the two-park pass and take the Hogwarts Express between the two parks. This ""ride"" is a hoot@",Universal Studios Florida
kBx,5.0," August 28, 2020",Great place to go,I love universal ! It’s just amazing 😉 The rides are out of this world and the experience is Fabulous We have been twice on two different occasions and different times of year Feb half term for uk is good as it’s quiet And queues are not too bad Food in the park is decent The security Q can be long but that’s fine!,Universal Studios Florida
Jordan,5.0," August 25, 2020","Great rides, something for everyone.","A park with something for everyone. From nostalgic shoot-em up's in Men In Black to the Minions ride at the entrance of the park. The rides are kept in great condition and I rode many multiple times as they are that fun. The food choice is good, I would recommend a trip to Moe's Tavern in the Simpsons section of the park for a 'Flamin' Moe'. It is definitely worth getting one of the refillable freestyle bottles as the stations are all across the park and you will drink a lot of fluids due to the heat. If you have park hopper, definitely jump on the Harry Potter train to do so as its fun/interactive and the journey changes depending what park you are coming from/going to. Also recommend the purchase of the fastpasses. These work on almost all the rides except one or two and are good for the whole day. You'll normally get on around 8-10 rides if you really try per day whereas I was getting on around 20 with the fastpass.",Universal Studios Florida
laura w,5.0," August 24, 2020",visit,We went to eat at bubba Gump but ended up eating at margaritiville. Had a great time and voodoo donuts is amazing,Universal Studios Florida
Spitcher,2.0," August 23, 2020",Pointless to go with COVID restrictions even with short lines!,"So we purchased the Florida Resident Season Passes and Volcano Bay as an add on. All I can say is it's POINTLESS to go! While the lines were not very long the COVID ""precautions"" are ridiculous! For example Shrek 3D has 30 seats but they load only 7! They literally show you the seating on the entrance sign to the ride so I am NOT exaggerating... Therefore, it takes more than 4 times as long to move through the line! We arrived just after 11:00am and only managed to do Shrek 3D, Hogwarts Train to Adventure Island, Eat a quick (late lunch), and go on Jurrasic Park River Adventure - then the park was closing! 6:00pm! Most of our time was spent in line with Universal (Nazi) staff yelling at more than a few people to ""cover your nose"" as just wearing the mask was insufficient even when we were all seperated by more than 6 feet (as shown in every line with stickers on the floor). Anyway, save your money until the park fully opens otherwise I suggest just skipping it totally!!!!",Universal Studios Florida
RollingWithTheTide,2.0," August 22, 2020",Social distancing largely ignored during COVID-19,"My wife and I went to Islands of Adventure and found that social distancing was largely ignored. The rides seem to be a bit better, but people can't seem to read where the social distance line is and stop piling on top of you. A couple of the rides weren't even wiped down after people exited the ride. We thought the access to the parks were supposed to be limited at this time, but that did not appear to be the case. Universal should take a hint from Disney and keep people who are drinking and eating stationary. The wait times for rides were ridiculous. You really can't get on most without a long wait unless you spend the extra money for the express pass. The Hulk coaster had an 85 minute wait 2 hours after the park opened. Hagrid's ride was a 2 hour wait. We are Florida residents and probably won't go back for a while.",Universal Studios Florida
